ano_campeonato;data;rodada;estadio;arbitro;publico;publico_max;time_mandante;time_visitante;tecnico_mandante;tecnico_visitante;colocacao_mandante;colocacao_visitante;valor_equipe_titular_mandante;valor_equipe_titular_visitante;idade_media_titular_mandante;idade_media_titular_visitante;gols_mandante;gols_visitante;gols_1_tempo_mandante;gols_1_tempo_visitante;media_gol_mandante;media_gol_visitante;Artilheiro;Resultado_Jogo;escanteios_mandante;escanteios_visitante;faltas_mandante;faltas_visitante;chutes_bola_parada_mandante;chutes_bola_parada_visitante;defesas_mandante;defesas_visitante;impedimentos_mandante;impedimentos_visitante;chutes_mandante;chutes_visitante;chutes_fora_mandante;chutes_fora_visitante
2007;19/07/2007;12;Estádio Beira-Rio;Luís Antônio Silva Santos;16376;;Internacional;Corinthians;;;15;6;;;;;3;0;0;0;2;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;19/07/2007;12;Estádio Cícero Pompeu de Toledo;Clever Assunção Gonçalves;5072;;São Paulo;Fluminense;Muricy Ramalho;Renato Gaúcho;3;12;17700000;4300000;25.9;25.9;0;1;0;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;19/07/2007;12;Estádio Eládio de Barros Carvalho;Wallace Nascimento Valente;9525;;Náutico;Cruzeiro;;;19;11;;;;;1;4;1;1;3;3;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;19/07/2007;12;Estádio Governador Magalhães Pinto;Cláudio Luciano Mercante Júnior;7434;;Atlético-MG;América-RN;;;17;20;;;;;4;1;1;3;3;1;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;20/07/2007;12;;Leonardo Gaciba da Silva;45000;;Flamengo;Paraná;Ney Franco;Pintado;7;10;1750000;600000;25.6;28.8;1;2;1;2;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;20/07/2007;12;Allianz Parque;Salvio Fagundes Filho;18662;;Palmeiras;Santos FC;Caio Júnior;Vanderlei Luxemburgo;4;14;5750000;7500000;26.5;25.1;2;2;1;2;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;20/07/2007;12;Estádio do Governo do Estado de Goiás;Wilson Souza de Mendonça;9011;;Goiás EC;Grêmio;Paulo Bonamigo;Mano Menezes;2;9;500000;4950000;26.1;26.8;0;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;21/07/2007;13;Estádio Alfredo Jaconi;Vinícius da Costa;8517;;Juventude;Internacional;Flávio Campos;Alexandre Gallo;18;13;100000;12500000;27.0;26.8;2;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;21/07/2007;13;Estádio São Januário;José Henrique de Carvalho;5607;;Vasco da Gama;Atlético-MG;Celso Roth;Zetti;11;16;800000;400000;27.1;25.5;4;0;0;0;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;21/07/2007;13;Estádio João Cláudio de Vasconcelos Machado;Washington José Alves de Souza;7077;;América-RN;Atlético-PR;;;20;15;;;;;2;1;2;0;1;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;22/07/2007;13;;Antonio Hora Filho;10171;;Fluminense;Goiás EC;;;8;2;;;;;3;0;1;0;3;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;22/07/2007;13;Estádio Urbano Caldeira;Evandro Rogerio Roman;4984;;Santos FC;Figueirense FC;Vanderlei Luxemburgo;Mário Sérgio;17;14;7500000;300000;26.2;23.4;3;1;2;0;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;22/07/2007;13;Estádio Olímpico Monumental;Elvecio Zequetto;13246;;Grêmio;Flamengo;Mano Menezes;Ney Franco;7;10;6000000;1750000;27.5;25.6;1;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;22/07/2007;13;Estádio Durival Britto e Silva;Sergio da Silva Carvalho;7882;;Paraná;Palmeiras;Gilson Kleina;Caio Júnior;4;6;600000;6750000;27.4;27.0;1;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;22/07/2007;13;Estádio Cícero Pompeu de Toledo;Paulo Henrique de Godoy Bezerra;17937;;Corinthians;Náutico;;;12;19;;;;;0;3;0;1;2;3;N�o Tem;Empate;;;;;;;;;;;;;;
2007;22/07/2007;13;Estádio Adelmar da Costa Carvalho;Wilson Luiz Seneme;27570;;Sport Recife;Botafogo;Geninho;Cuca;9;1;1550000;300000;27.6;26.3;3;3;0;1;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;22/07/2007;13;Estádio Governador Magalhães Pinto;Evandro Rogerio Roman;32999;;Cruzeiro;São Paulo;Dorival Júnior;Muricy Ramalho;5;3;1350000;6800000;24.0;26.1;1;2;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;25/07/2007;14;Arena da Baixada;Lourival Dias Lima Filho;5818;;Atlético-PR;Cruzeiro;Antônio Lopes;Dorival Júnior;16;8;400000;2050000;25.0;23.7;2;2;1;1;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;25/07/2007;14;Estádio do Governo do Estado de Goiás;Carlos Simon;7498;;Goiás EC;Santos FC;Paulo Bonamigo;Vanderlei Luxemburgo;7;11;500000;6000000;27.3;25.3;1;0;0;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;26/07/2007;14;Allianz Parque;Evandro Rogerio Roman;6389;;Palmeiras;Vasco da Gama;Caio Júnior;Celso Roth;9;6;5750000;800000;26.4;26.4;3;2;1;2;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;26/07/2007;14;Estádio Beira-Rio;Paulo Henrique de Godoy Bezerra;10808;;Internacional;Paraná;Alexandre Gallo;Gilson Kleina;13;3;9550000;600000;27.2;27.4;1;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;26/07/2007;14;Estádio Orlando Scarpelli;Sergio da Silva Carvalho;7047;;Figueirense FC;Corinthians;;;15;14;;;;;2;2;0;1;3;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;26/07/2007;14;Estádio Eládio de Barros Carvalho;Salvio Fagundes Filho;13009;;Náutico;Grêmio;Roberto Fernandes;Mano Menezes;19;4;250000;6450000;25.5;26.1;0;2;0;1;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;26/07/2007;14;Estádio Municipal Radialista Mário Helênio;Wilson Luiz Seneme;10854;;Flamengo;América-RN;;;12;20;;;;;3;1;1;1;2;1;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;27/07/2007;14;;Luiz Alberto Sardinha Bites;0;;Botafogo;Juventude;;;1;18;;;;;3;1;2;1;3;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;27/07/2007;14;Estádio Cícero Pompeu de Toledo;Leonardo Gaciba da Silva;7236;;São Paulo;Sport Recife;Muricy Ramalho;Geninho;2;10;7150000;2250000;27.4;28.1;3;1;0;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;27/07/2007;14;Estádio Governador Magalhães Pinto;Elvecio Zequetto;11382;;Atlético-MG;Fluminense;Marcelo Oliveira;Renato Gaúcho;17;5;1250000;4700000;23.7;26.2;3;0;1;0;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;28/07/2007;15;Estádio São Januário;Wilson Luiz Seneme;20581;;Vasco da Gama;Goiás EC;Celso Roth;Paulo Bonamigo;7;4;800000;500000;25.7;27.2;4;1;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;28/07/2007;15;Estádio Olímpico Monumental;Paulo Henrique de Godoy Bezerra;27377;;Grêmio;Atlético-PR;;;3;17;;;;;1;1;1;0;2;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;29/07/2007;15;;Héber Lopes;6654;;Fluminense;Figueirense FC;Renato Gaúcho;Mário Sérgio;8;16;5200000;350000;26.1;24.1;1;1;1;1;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;29/07/2007;15;Estádio Alfredo Jaconi;Wagner Tardelli Azevedo;5140;;Juventude;Palmeiras;Valteir Gomes;Caio Júnior;18;6;100000;5000000;26.8;26.3;1;1;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;29/07/2007;15;Estádio Urbano Caldeira;João Alberto Gomes Duarte;8321;;Santos FC;Náutico;Vanderlei Luxemburgo;Roberto Fernandes;14;19;7500000;250000;26.2;26.1;1;2;0;1;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;29/07/2007;15;Estádio Durival Britto e Silva;Giulliano Bozzano;11800;;Paraná;Atlético-MG;;;5;12;;;;;1;3;0;1;2;3;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;29/07/2007;15;Estádio Cícero Pompeu de Toledo;Carlos Simon;5458;;Corinthians;Flamengo;;;15;10;;;;;2;2;1;0;2;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;29/07/2007;15;Estádio Adelmar da Costa Carvalho;Djalma José Beltrami Teixeira;24992;;Sport Recife;Internacional;Geninho;Alexandre Gallo;13;11;750000;8550000;27.4;30.0;1;5;1;3;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;29/07/2007;15;Estádio Governador Magalhães Pinto;Leonardo Gaciba da Silva;13302;;Cruzeiro;Botafogo;Dorival Júnior;Cuca;9;1;2150000;300000;24.4;25.9;3;2;0;0;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;29/07/2007;15;Estádio João Cláudio de Vasconcelos Machado;Luís Antônio Silva Santos;23013;;América-RN;São Paulo;;;20;2;;;;;0;1;0;1;1;2;N�o Tem;Empate;;;;;;;;;;;;;;
2007;02/08/2007;16;;Lourival Dias Lima Filho;13314;;Botafogo;América-RN;;;1;20;;;;;4;2;2;1;3;1;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;02/08/2007;16;Allianz Parque;Alício Pena Junior;12009;;Palmeiras;Sport Recife;Caio Júnior;Geninho;8;17;3250000;1500000;25.6;28.9;1;2;1;2;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;02/08/2007;16;Arena da Baixada;Djalma José Beltrami Teixeira;9889;;Atlético-PR;Corinthians;;;15;13;;;;;2;2;1;0;2;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;02/08/2007;16;Estádio Beira-Rio;Salvio Fagundes Filho;22084;;Internacional;Vasco da Gama;Alexandre Gallo;Celso Roth;6;4;9550000;800000;27.4;25.7;0;2;0;2;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;02/08/2007;16;Estádio Orlando Scarpelli;Cleber Wellington Abade;6586;;Figueirense FC;Grêmio;Mário Sérgio;Mano Menezes;14;3;350000;4950000;23.5;27.4;1;0;0;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;02/08/2007;16;Estádio Cícero Pompeu de Toledo;Marcelo de Lima Henrique;7177;;São Paulo;Juventude;Muricy Ramalho;Cláudio;2;18;6650000;850000;26.7;27.2;3;1;1;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;02/08/2007;16;Estádio Eládio de Barros Carvalho;Wilson Luiz Seneme;11635;;Náutico;Fluminense;;;19;11;;;;;0;0;0;0;3;3;N�o Tem;Empate;;;;;;;;;;;;;;
2007;02/08/2007;16;Estádio Governador Magalhães Pinto;Luís Antônio Silva Santos;22038;;Atlético-MG;Santos FC;Emerson Leão;Vanderlei Luxemburgo;9;16;1250000;9000000;22.7;24.7;1;2;0;1;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;02/08/2007;16;Estádio do Governo do Estado de Goiás;Wilson Souza de Mendonça;3521;;Goiás EC;Paraná;Paulo Bonamigo;Gilson Kleina;7;10;500000;600000;26.6;27.6;2;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;04/08/2007;17;Estádio São Januário;Clever Assunção Gonçalves;11612;;Vasco da Gama;Figueirense FC;Celso Roth;Mário Sérgio;3;13;800000;350000;25.2;22.9;2;2;1;1;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;04/08/2007;17;Estádio Durival Britto e Silva;Paulo César de Oliveira;12063;;Paraná;Botafogo;Gilson Kleina;Cuca;12;1;1600000;300000;27.1;27.5;0;0;0;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;04/08/2007;17;Estádio Cícero Pompeu de Toledo;Marcelo de Lima Henrique;4255;;Corinthians;Goiás EC;Paulo César Carpegiani;Paulo Bonamigo;16;4;3750000;500000;24.0;26.8;1;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;04/08/2007;17;Estádio Adelmar da Costa Carvalho;Antonio Hora Filho;22923;;Sport Recife;Atlético-PR;;;15;17;;;;;3;2;0;2;2;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;04/08/2007;17;Estádio João Cláudio de Vasconcelos Machado;Sergio da Silva Carvalho;5280;;América-RN;Náutico;;;20;19;;;;;1;5;0;2;1;3;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;05/08/2007;17;Estádio Alfredo Jaconi;Djalma José Beltrami Teixeira;6818;;Juventude;Atlético-MG;Cláudio;Emerson Leão;18;11;850000;1250000;25.7;23.4;1;2;0;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;05/08/2007;17;Estádio Urbano Caldeira;Evandro Rogerio Roman;6663;;Santos FC;Flamengo;Vanderlei Luxemburgo;Joel Santana;14;6;7500000;6500000;25.3;25.4;3;0;2;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;05/08/2007;17;Estádio Olímpico Monumental;Héber Lopes;21051;;Grêmio;São Paulo;Mano Menezes;Muricy Ramalho;5;2;6450000;6900000;28.7;26.2;0;2;0;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;05/08/2007;17;Estádio Jornalista Mário Filho;Leonardo Gaciba da Silva;10669;;Fluminense;Palmeiras;Renato Gaúcho;Caio Júnior;10;9;4300000;5750000;25.5;27.1;0;1;0;1;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;05/08/2007;17;Estádio Governador Magalhães Pinto;Wilson Souza de Mendonça;20463;;Cruzeiro;Internacional;Dorival Júnior;Alexandre Gallo;7;8;2100000;10050000;24.0;30.9;3;2;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;08/08/2007;18;Estádio Alfredo Jaconi;Cleber Wellington Abade;6944;;Juventude;Fluminense;Cláudio;Renato Gaúcho;19;16;850000;4800000;25.5;25.5;0;0;0;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;08/08/2007;18;Estádio Governador Magalhães Pinto;Elvecio Zequetto;16932;;Cruzeiro;Sport Recife;Dorival Júnior;Geninho;5;11;1350000;1500000;23.3;28.8;2;0;0;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;09/08/2007;18;Arena da Baixada;José Henrique de Carvalho;8617;;Atlético-PR;Flamengo;;;17;10;;;;;2;0;1;0;2;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;09/08/2007;18;Estádio São Januário;Sergio da Silva Carvalho;17386;;Vasco da Gama;Corinthians;Celso Roth;Paulo César Carpegiani;3;14;750000;5250000;24.5;25.3;2;0;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;09/08/2007;18;Estádio Jornalista Mário Filho;Carlos Simon;40067;;Botafogo;São Paulo;Cuca;Muricy Ramalho;2;1;300000;13150000;27.7;26.1;0;2;0;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;09/08/2007;18;Estádio Eládio de Barros Carvalho;Lourival Dias Lima Filho;11208;;Náutico;Figueirense FC;Roberto Fernandes;Mário Sérgio;18;15;250000;2450000;26.2;24.1;4;2;3;0;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;09/08/2007;18;Estádio do Governo do Estado de Goiás;Wagner Tardelli Azevedo;4107;;Goiás EC;Atlético-MG;Paulo Bonamigo;Emerson Leão;4;7;500000;1250000;27.1;25.8;3;2;1;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;10/08/2007;18;Allianz Parque;William Marcelo Souza Nery;15436;;Palmeiras;Internacional;Caio Júnior;Alexandre Gallo;6;12;5750000;3050000;27.4;28.8;1;1;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;10/08/2007;18;Estádio Urbano Caldeira;Gutemberg de Paula Fonseca;5602;;Santos FC;Paraná;Vanderlei Luxemburgo;Gilson Kleina;9;13;7500000;1600000;25.6;28.2;2;0;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;10/08/2007;18;Estádio Olímpico Monumental;Washington José Alves de Souza;12244;;Grêmio;América-RN;;;8;20;;;;;3;0;1;0;2;1;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;11/08/2007;19;Estádio Jornalista Mário Filho;Paulo César de Oliveira;34457;;Flamengo;Náutico;;;11;18;;;;;2;1;1;0;2;3;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;11/08/2007;19;Estádio Cícero Pompeu de Toledo;Washington José Alves de Souza;36520;;São Paulo;Atlético-PR;;;1;17;;;;;2;0;1;0;2;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;11/08/2007;19;Estádio Adelmar da Costa Carvalho;Domingos de Jesus Viana Filho;18646;;Sport Recife;Juventude;Geninho;Cláudio;12;19;1550000;850000;27.6;26.5;3;0;2;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;12/08/2007;19;Estádio Beira-Rio;Héber Lopes;33686;;Internacional;Goiás EC;Abel Braga;Paulo Bonamigo;10;5;5550000;1500000;29.4;26.7;1;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;12/08/2007;19;Estádio Orlando Scarpelli;Elvecio Zequetto;12281;;Figueirense FC;Botafogo;Mário Sérgio;Cuca;16;2;2450000;300000;24.6;27.6;1;1;0;0;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;12/08/2007;19;Estádio Durival Britto e Silva;Carlos Simon;4410;;Paraná;Vasco da Gama;Gilson Kleina;Celso Roth;14;3;1600000;750000;28.4;24.6;0;0;0;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;12/08/2007;19;Estádio Jornalista Mário Filho;Clever Assunção Gonçalves;6002;;Fluminense;Santos FC;Renato Gaúcho;Vanderlei Luxemburgo;13;7;1700000;4500000;24.7;25.0;3;0;1;0;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;12/08/2007;19;Estádio Governador Magalhães Pinto;Marcelo de Lima Henrique;15867;;Atlético-MG;Palmeiras;Emerson Leão;Caio Júnior;9;8;3000000;5750000;24.8;26.6;1;2;1;1;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;12/08/2007;19;Estádio Municipal Paulo Machado de Carvalho;Luís Antônio Silva Santos;6298;;Corinthians;Grêmio;Paulo César Carpegiani;Mano Menezes;15;6;5250000;7950000;24.3;27.1;2;1;0;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;12/08/2007;19;Estádio João Cláudio de Vasconcelos Machado;Lourival Dias Lima Filho;5952;;América-RN;Cruzeiro;;;20;4;;;;;1;2;1;1;1;3;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;15/08/2007;7;Estádio Jornalista Mário Filho;Clever Assunção Gonçalves;13736;;Botafogo;Corinthians;;;1;2;;;;;2;3;1;1;3;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;16/08/2007;11;Estádio Jornalista Mário Filho;Evandro Rogerio Roman;49828;;Fluminense;Flamengo;Renato Gaúcho;Joel Santana;9;10;4300000;9200000;24.4;25.4;0;1;0;1;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;18/08/2007;20;Arena da Baixada;Paulo César de Oliveira;7978;;Atlético-PR;Figueirense FC;;;17;16;;;;;1;1;1;0;2;3;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;18/08/2007;20;Estádio Urbano Caldeira;Djalma José Beltrami Teixeira;12429;;Santos FC;Sport Recife;Vanderlei Luxemburgo;Geninho;8;11;7500000;2250000;27.7;28.5;2;0;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;18/08/2007;20;Estádio Olímpico Monumental;Antonio Hora Filho;20814;;Grêmio;Paraná;Mano Menezes;Gilson Kleina;7;15;5450000;600000;25.0;28.9;2;0;2;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;19/08/2007;20;Allianz Parque;Héber Lopes;23550;;Palmeiras;Flamengo;Caio Júnior;Joel Santana;5;10;5000000;8100000;27.4;24.4;2;1;1;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;19/08/2007;20;Estádio Alfredo Jaconi;Wilson Souza de Mendonça;10347;;Juventude;Corinthians;Valteir Gomes;Paulo César Carpegiani;19;13;1250000;5250000;27.7;26.4;2;2;1;2;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;19/08/2007;20;Estádio São Januário;Leandro Pedro Vuaden;23000;;Vasco da Gama;América-RN;;;4;20;;;;;2;0;1;0;3;1;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;19/08/2007;20;Estádio Jornalista Mário Filho;Evandro Rogerio Roman;21688;;Botafogo;Internacional;Cuca;Abel Braga;2;9;300000;2750000;28.0;28.4;1;1;1;1;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;19/08/2007;20;Estádio Eládio de Barros Carvalho;Wilson Luiz Seneme;13432;;Náutico;Atlético-MG;;;18;14;;;;;0;1;0;0;3;3;N�o Tem;Empate;;;;;;;;;;;;;;
2007;19/08/2007;20;Estádio Governador Magalhães Pinto;Cleber Wellington Abade;17046;;Cruzeiro;Fluminense;Dorival Júnior;Renato Gaúcho;3;12;2100000;4800000;24.3;24.4;4;2;1;1;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;19/08/2007;20;Estádio do Governo do Estado de Goiás;Clever Assunção Gonçalves;30110;;Goiás EC;São Paulo;Paulo Bonamigo;Muricy Ramalho;6;1;500000;13200000;26.5;26.7;0;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;23/08/2007;8;Estádio Jornalista Mário Filho;Clever Assunção Gonçalves;16845;;Flamengo;Juventude;Joel Santana;Beto Almeida;12;15;10450000;1250000;26.1;28.0;4;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;25/08/2007;21;Estádio Beira-Rio;Luís Antônio Silva Santos;13548;;Internacional;Atlético-PR;;;10;17;;;;;1;0;0;0;2;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;25/08/2007;21;Estádio Jornalista Mário Filho;Paulo César de Oliveira;12025;;Fluminense;Grêmio;Renato Gaúcho;Mano Menezes;14;6;4800000;9500000;24.8;27.0;1;1;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;25/08/2007;21;Estádio Municipal Paulo Machado de Carvalho;Carlos Simon;32431;;Corinthians;Cruzeiro;Paulo César Carpegiani;Dorival Júnior;12;2;7250000;2150000;26.4;23.1;0;3;0;1;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;26/08/2007;21;Estádio Orlando Scarpelli;Wilson Souza de Mendonça;9204;;Figueirense FC;Palmeiras;Mário Sérgio;Caio Júnior;15;5;2450000;5750000;25.0;26.9;1;2;0;1;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;26/08/2007;21;Estádio Durival Britto e Silva;Gutemberg de Paula Fonseca;11527;;Paraná;Juventude;Lori Sandri;Beto Almeida;16;19;2350000;1200000;28.0;28.5;3;1;2;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;26/08/2007;21;Estádio Jornalista Mário Filho;Paulo Henrique de Godoy Bezerra;52106;;Flamengo;Goiás EC;;;11;8;;;;;3;1;1;0;2;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;26/08/2007;21;Estádio Cícero Pompeu de Toledo;Wagner Tardelli Azevedo;40029;;São Paulo;Náutico;Muricy Ramalho;Roberto Fernandes;1;18;11900000;200000;26.0;26.8;5;0;0;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;26/08/2007;21;Estádio Adelmar da Costa Carvalho;Washington José Alves de Souza;25453;;Sport Recife;Vasco da Gama;Geninho;Celso Roth;13;3;1550000;1200000;28.7;26.0;0;0;0;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;26/08/2007;21;Estádio Governador Magalhães Pinto;Wilson Luiz Seneme;19828;;Atlético-MG;Botafogo;Emerson Leão;Cuca;9;4;3000000;2000000;24.4;28.9;1;2;1;0;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;26/08/2007;21;Estádio João Cláudio de Vasconcelos Machado;Cláudio Luciano Mercante Júnior;7962;;América-RN;Santos FC;;;20;7;;;;;1;4;0;2;1;3;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;29/08/2007;22;Estádio Beira-Rio;Evandro Rogerio Roman;14475;;Internacional;Fluminense;Abel Braga;Renato Gaúcho;8;13;13000000;4400000;27.1;25.8;1;4;1;2;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;29/08/2007;22;Estádio Alfredo Jaconi;Fábio Dornelas Calábria;5631;;Juventude;Goiás EC;;;19;10;;;;;2;0;2;0;2;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;29/08/2007;22;Estádio Orlando Scarpelli;Ricardo Marques Ribeiro;3752;;Figueirense FC;América-RN;;;16;20;;;;;3;1;1;1;3;1;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2007;29/08/2007;22;Estádio Durival Britto e Silva;Lourival Dias Lima Filho;3823;;Paraná;Cruzeiro;Lori Sandri;Dorival Júnior;14;2;1750000;2150000;27.6;24.0;2;2;0;1;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;29/08/2007;22;Estádio Jornalista Mário Filho;José Henrique de Carvalho;44212;;Botafogo;Flamengo;Cuca;Joel Santana;3;9;3300000;16950000;28.5;25.1;1;1;0;1;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;29/08/2007;22;Estádio Adelmar da Costa Carvalho;Domingos de Jesus Viana Filho;18444;;Sport Recife;Grêmio;Geninho;Mano Menezes;12;7;1550000;9950000;29.5;26.9;2;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;29/08/2007;22;Estádio Governador Magalhães Pinto;Giulliano Bozzano;7703;;Atlético-MG;Corinthians;Emerson Leão;Zé Augusto;11;15;3000000;1500000;25.3;24.5;5;2;3;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2007;29/08/2007;22;Estádio Municipal Paulo Machado de Carvalho;Djalma José Beltrami Teixeira;16124;;Palmeiras;São Paulo;Caio Júnior;Muricy Ramalho;4;1;5750000;16100000;27.5;26.0;0;1;0;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
